Relatório de termos de pesquisa
Todo o período
Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Campanha,Grupo de anúncios,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Tipo de campanha,Taxa de conv.,Conversões,Custo / conv.
xml download,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,32,"6,25%",BRL,"5,23","10,46",Pesquisa,"0,00%","0,00","0,00"
arquivo xml download,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
safenota,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nf nacional,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,17,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
f sist,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
www fsist com br,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml em lote,Correspondência exata,Adicionado,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,6,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nf se,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
identificador do evento nfse,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
first xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,28,"7,14%",BRL,"1,05","2,09",Pesquisa,"0,00%","0,00","0,00"
nfce,Correspondência ampla,Excluído,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
como baixar xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
como gerar xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml fist,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
leitor xml baixar,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml de graça,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml grátis,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,12,45,"26,67%",BRL,"1,44","17,26",Pesquisa,"8,33%","1,00","17,26"
baixar nfs,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,6,35,"17,14%",BRL,"2,52","15,10",Pesquisa,"16,67%","1,00","15,10"
baixar fsist gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,3,"33,33%",BRL,"1,51","1,51",Pesquisa,"200,00%","2,00","0,76"
fsist xml em lote,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar arquivo xml,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,27,"7,41%",BRL,"2,17","4,34",Pesquisa,"0,00%","0,00","0,00"
baixar xml free,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal nacional da nfs e,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml completo,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml em lote,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"1,71","1,71",Pesquisa,"0,00%","0,00","0,00"
https consultadanfe com,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
aplicativo fsist,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist xml download,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml download,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,10,"20,00%",BRL,"0,87","1,74",Pesquisa,"0,00%","0,00","0,00"
danfse,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist em lote,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist download xml e pdf nfe cte,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,23,"4,35%",BRL,"1,78","1,78",Pesquisa,"0,00%","0,00","0,00"
ipm fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfsegov,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
sieg nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nf nacional,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
site baixar xml,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
validar xml nfse,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml pela chave da nota,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
arquivei baixar xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml sem certificado,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar nfs extensão,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download de nf,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml first,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download xml gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfse downloader baixar,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"4,90","4,90",Pesquisa,"0,00%","0,00","0,00"
fsist pdf para xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
consultadanfe com,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml gratuitamente,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
imprimir nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,17,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
modelo nota fiscal excel download,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal sefaz,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfse downloader automation,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,9,60,"15,00%",BRL,"1,69","15,19",Pesquisa,"22,22%","2,00","7,60"
nfse nacional,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml online,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsysten,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download xml em lote gratis,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
webdanfe pdf,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,15,"13,33%",BRL,"0,71","1,41",Pesquisa,"0,00%","0,00","0,00"
baixar xml em lote gratuito,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,6,28,"21,43%",BRL,"1,46","8,78",Pesquisa,"50,00%","3,00","2,93"
xml grátis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal nota mei,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar arquivo xml grátis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar arquivo xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
o xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nff nota fiscal fácil,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download xml,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,4,95,"4,21%",BRL,"4,14","16,56",Pesquisa,"0,00%","0,00","0,00"
xmls,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml para baixar,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"1,09","1,09",Pesquisa,"0,00%","0,00","0,00"
gerador de notas,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
danf,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfsa,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"0,89","0,89",Pesquisa,"0,00%","0,00","0,00"
sites para baixar xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfeletronica,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
sieg download xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
qual a serie da nfse nacional,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml cte gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download arquivo xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,3,"33,33%",BRL,"1,12","1,12",Pesquisa,"0,00%","0,00","0,00"
extensão emissor nacional,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal nacional de emissao de notas,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
aplicativo para baixar xml gratuito,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,8,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
como mandar xml de nota fiscal por email,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
gerar xml em lote,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"0,65","0,65",Pesquisa,"0,00%","0,00","0,00"
klaus nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar pdf por xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota fiscal rio de janeiro,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist nota fiscal,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota first,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml em lote gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download de nf,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfcom,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"0,83","0,83",Pesquisa,"0,00%","0,00","0,00"
emissor nacional mei,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist nfse,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
buscador xml gratuito,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,4,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal nacional do contribuinte,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml em lote gratuito,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,7,"28,57%",BRL,"2,09","4,18",Pesquisa,"0,00%","0,00","0,00"
nfse duquedecaxias rj gov br,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"0,86","0,86",Pesquisa,"0,00%","0,00","0,00"
baixar xml por chave,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,18,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml em lote,Correspondência ampla,Adicionado,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar o xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfs hub,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
extensão baixar notas portal nacional,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
ecf download,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml gratuito,Correspondência ampla,Excluído,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,6,36,"16,67%",BRL,"1,31","7,88",Pesquisa,"0,00%","0,00","0,00"
nfs e,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota simples online,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml,Correspondência de frase (variação aproximada),Excluído,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,7,87,"8,05%",BRL,"0,84","5,85",Pesquisa,"0,00%","0,00","0,00"
baixar xml,Correspondência exata (variante aproximada),Excluído,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,18,343,"5,25%",BRL,"1,45","26,15",Pesquisa,"0,00%","0,00","0,00"
baixar nfse nota fiscal de serviço eletrônica emitidas e recebidas,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist nfse,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml em lote,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,11,"18,18%",BRL,"1,36","2,72",Pesquisa,"0,00%","0,00","0,00"
puxar xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml lote,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
como baixar notas fiscais emitidas para meu cnpj,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfs downloader,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,4,"25,00%",BRL,"0,83","0,83",Pesquisa,"0,00%","0,00","0,00"
fsist baixar xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,6,"16,67%",BRL,"2,02","2,02",Pesquisa,"0,00%","0,00","0,00"
portal sefaz rs nfe,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xmls,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota mei gov,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfse contribuinte,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
impressao nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml gratuito sem certificado,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal nacional de notas,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar programa fsist,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
extensão baixar nfse,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download xml software,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
ambiente de dados nacional adn,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar nfs e,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,16,"6,25%",BRL,"0,89","0,89",Pesquisa,"0,00%","0,00","0,00"
programa para baixar xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist nf,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfse downloader,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,5,18,"27,78%",BRL,"0,84","4,21",Pesquisa,"0,00%","0,00","0,00"
nfse downloader baixar,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal das notas,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
